title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,new_location,new_continent
"M 7.8 - 156 km S of Ust’-Kamchatsk Staryy, Russia",7.8,05-12-1997 11:26,0,7,Unknown,0,936,us,0,0.0,0.0,mwc,33.0,54.841,162.035,Russia,Europe
"M 7.0 - 97 km NW of Gorontalo, Indonesia",7.0,25-11-1997 12:14,0,6,Unknown,0,754,us,0,0.0,0.0,mwc,24.0,1.241,122.536,Indonesia,Asia
"M 6.6 - 22 km SW of Lithakiá, Greece",6.6,18-11-1997 13:07,0,7,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,37.57,20.656,Greece,Europe
"M 7.0 - 34 km ESE of Port-Olry, Vanuatu",7.0,15-11-1997 18:59,0,6,Unknown,0,754,us,0,0.0,0.0,mwc,123.1,-15.145,167.375,Vanuatu,Oceania
"M 6.5 - 13 km NNE of San Sebastián, El Salvador",6.5,09-11-1997 22:56,0,4,Unknown,0,650,us,0,0.0,0.0,mwb,176.4,13.849,-88.808,El Salvador,North America
M 7.5 - western Xizang,7.5,08-11-1997 10:02,0,7,Unknown,0,865,us,0,0.0,0.0,mwc,33.0,35.069,87.325,China,Asia
"M 7.2 - 51 km N of Barranca, Peru",7.2,28-10-1997 06:15,0,7,Unknown,0,798,us,0,0.0,0.0,mwc,112.0,-4.368,-76.681,Peru,South America
"M 7.1 - 36 km SW of Monte Patria, Chile",7.1,15-10-1997 01:03,0,7,Unknown,0,776,us,0,0.0,0.0,mwc,58.0,-30.933,-71.22,Chile,South America
"M 7.8 - 192 km WSW of Haveluloto, Tonga",7.8,14-10-1997 09:53,0,7,Unknown,0,936,us,0,0.0,0.0,mwb,167.3,-22.101,-176.772,Tonga,Oceania
"M 6.5 - 18 km E of Talisay, Philippines",6.5,06-10-1997 12:30,0,5,Unknown,0,650,us,0,0.0,0.0,mwb,105.6,9.79,125.779,Philippines,Asia
"M 6.8 - 24 km SW of Roncesvalles, Colombia",6.8,02-09-1997 12:13,0,5,Unknown,0,711,us,0,0.0,0.0,mwb,198.7,3.849,-75.749,Colombia,South America
"M 6.6 - 64 km NNE of Angoram, Papua New Guinea",6.6,29-08-1997 08:14,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,22.8,-3.562,144.362,Papua New Guinea,Oceania
"M 6.9 - 4 km ENE of El Ciruelo, Mexico",6.9,19-07-1997 14:22,0,6,Unknown,0,732,us,0,0.0,0.0,mwb,33.0,16.333,-98.216,Mexico,North America
"M 7.0 - 26 km WSW of Carúpano, Venezuela",7.0,09-07-1997 19:24,0,8,Unknown,0,754,us,0,0.0,0.0,mwc,19.9,10.598,-63.486,Venezuela,South America
"M 6.8 - 52 km WSW of Coquimbo, Chile",6.8,06-07-1997 09:54,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,19.0,-30.058,-71.872,Chile,South America
"M 6.5 - 5 km ENE of Churumuco de Morelos, Mexico",6.5,22-05-1997 07:50,0,6,Unknown,0,650,us,0,0.0,0.0,mwc,70.0,18.684,-101.604,Mexico,North America
"M 6.8 - 99 km S of Isangel, Vanuatu",6.8,21-05-1997 14:10,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,57.0,-20.438,169.287,Vanuatu,Oceania
"M 6.5 - 51 km S of Jurm, Afghanistan",6.5,13-05-1997 14:13,0,4,Unknown,0,650,us,0,0.0,0.0,mwb,196.0,36.411,70.945,Afghanistan,Asia
"M 7.3 - 58 km E of Q?’en, Iran",7.3,10-05-1997 07:57,0,9,Unknown,0,820,us,0,0.0,0.0,mwb,10.0,33.825,59.809,Iran,Asia
"M 6.5 - 49 km N of Yigo Village, Guam",6.5,23-04-1997 19:44,0,6,Unknown,0,650,us,0,0.0,0.0,mwc,100.8,13.986,144.901,Guam,Oceania
"M 6.7 - 18 km WSW of Scarborough, Trinidad and Tobago",6.7,22-04-1997 09:31,0,7,Unknown,0,691,us,0,0.0,0.0,mwb,5.0,11.112,-60.892,Trinidad and Tobago,North America
"M 7.7 - 171 km NNW of Sola, Vanuatu",7.7,21-04-1997 12:02,0,6,Unknown,0,912,us,0,0.0,0.0,mwc,33.0,-12.584,166.676,Solomon Islands,Oceania
"M 6.5 - 49 km W of Finschhafen, Papua New Guinea",6.5,05-04-1997 12:23,0,6,Unknown,0,650,us,0,0.0,0.0,mwc,69.1,-6.485,147.408,Papua New Guinea,Oceania
"M 6.9 - 121 km E of Kinablangan, Philippines",6.9,11-03-1997 19:22,0,5,Unknown,0,732,us,0,0.0,0.0,mwb,10.0,7.742,127.647,Philippines,Asia
"M 7.1 - 29 km ESE of Harnai, Pakistan",7.1,27-02-1997 21:08,0,6,Unknown,0,776,us,0,0.0,0.0,mwc,33.0,29.976,68.208,Pakistan,Asia
M 6.5 - Turkmenistan-Iran border region,6.5,04-02-1997 10:37,0,8,Unknown,0,650,us,0,0.0,0.0,mwc,10.0,37.661,57.291,Iran,Asia
"M 7.2 - 46 km WNW of El Habillal, Mexico",7.2,11-01-1997 20:28,0,7,Unknown,0,798,us,0,0.0,0.0,mwb,33.0,18.219,-102.756,Mexico,North America
"M 6.5 - 131 km W of Iwanai, Japan",6.5,22-12-1996 14:53,0,4,Unknown,0,650,us,0,0.0,0.0,mwc,226.5,43.207,138.92,Japan,Asia
"M 6.7 - 17 km SW of Miyazaki, Japan",6.7,02-12-1996 22:17,0,6,Unknown,0,691,us,0,0.0,0.0,mwc,49.2,31.789,131.314,Japan,Asia
"M 6.9 - 130 km ENE of Thang, India",6.9,19-11-1996 10:44,0,7,Unknown,0,732,us,0,0.0,0.0,mwc,33.0,35.345,78.133,India,Asia
"M 7.7 - 60 km SW of Changuillo, Peru",7.7,12-11-1996 16:59,0,7,Unknown,0,912,us,0,0.0,0.0,mwc,33.0,-14.993,-75.675,Peru,South America
"M 6.7 - 5 km SE of Miyazaki, Japan",6.7,19-10-1996 14:44,0,7,Unknown,0,691,us,0,0.0,0.0,mwc,22.0,31.885,131.468,Japan,Asia
"M 6.6 - 20 km SSE of Nishinoomote, Japan",6.6,18-10-1996 10:50,0,7,Unknown,0,670,us,0,0.0,0.0,mwc,10.0,30.568,131.093,Japan,Asia
"M 6.8 - 90 km S of Panguna, Papua New Guinea",6.8,14-10-1996 23:26,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,24.0,-7.133,155.568,Solomon Islands,Oceania
"M 6.8 - 36 km SW of Paphos, Cyprus",6.8,09-10-1996 13:10,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,33.0,34.556,32.126,Cyprus,Europe
"M 6.6 - 24 km NE of Cortes, Philippines",6.6,20-09-1996 04:11,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.454,126.334,Philippines,Asia
"M 6.6 - 22 km NNE of Cortes, Philippines",6.6,20-09-1996 04:10,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.463,126.284,Philippines,Asia
"M 6.8 - 78 km E of Hengchun, Taiwan",6.8,05-09-1996 23:42,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,20.0,21.898,121.498,Taiwan,Asia
"M 6.9 - 62 km WSW of Kirakira, Solomon Islands",6.9,02-08-1996 12:55,0,6,Unknown,0,732,us,0,0.0,0.0,mwc,33.0,-10.769,161.445,Solomon Islands,Oceania
"M 7.0 - 220 km NNE of Palu, Indonesia",7.0,22-07-1996 14:19,0,6,Unknown,0,754,us,0,0.0,0.0,mwc,33.0,1.0,120.45,Indonesia,Asia
"M 6.6 - 217 km NNE of Palu, Indonesia",6.6,16-07-1996 10:07,0,6,Unknown,0,670,us,0,0.0,0.0,mwb,33.0,1.016,120.254,Indonesia,Asia
"M 6.8 - 26 km NNE of Coyuquilla Norte, Mexico",6.8,15-07-1996 21:23,0,6,Unknown,0,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.965,Mexico,North America
"M 7.9 - 169 km NNE of Maumere, Indonesia",7.9,17-06-1996 11:22,0,4,Unknown,0,960,us,0,0.0,0.0,mwc,587.3,-7.137,122.589,Indonesia,Asia
"M 7.1 - 8 km NNE of Palapag, Philippines",7.1,11-06-1996 18:22,0,6,Unknown,0,776,us,0,0.0,0.0,mwc,33.0,12.614,125.154,Philippines,Asia
"M 7.3 - 46 km SSW of Adak, Alaska",7.3,10-06-1996 15:24,0,7,Unknown,0,820,us,0,0.0,0.0,mwc,26.3,51.478,-176.847,United States,North America
"M 7.9 - 77 km WSW of Adak, Alaska",7.9,10-06-1996 04:03,0,7,Unknown,0,960,us,0,0.0,0.0,mwc,33.0,51.564,-177.632,United States,North America
"M 6.7 - 63 km NW of Sola, Vanuatu",6.7,10-06-1996 01:04,0,4,Unknown,0,691,us,0,0.0,0.0,mwc,200.1,-13.481,167.13,Vanuatu,Oceania
"M 7.2 - 58 km WSW of Panguna, Papua New Guinea",7.2,29-04-1996 14:40,0,6,Unknown,0,798,us,0,0.0,0.0,mwc,44.0,-6.518,154.999,Papua New Guinea,Oceania
"M 6.6 - 44 km SE of Antofagasta, Chile",6.6,19-04-1996 00:19,0,7,Unknown,0,670,us,0,0.0,0.0,mwb,49.5,-23.944,-70.093,Chile,South America
"M 6.7 - 44 km NNE of Port-Olry, Vanuatu",6.7,17-03-1996 14:48,0,5,Unknown,0,691,us,0,0.0,0.0,mwc,164.4,-14.705,167.297,Vanuatu,Oceania
"M 6.7 - 30 km WSW of Villa El Carmen, Nicaragua",6.7,03-03-1996 16:37,0,6,Unknown,0,691,us,0,0.0,0.0,mwc,33.0,11.905,-86.772,Nicaragua,North America
"M 6.6 - 39 km WSW of Masachapa, Nicaragua",6.6,03-03-1996 14:55,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,11.657,-86.856,Nicaragua,North America
"M 7.1 - 24 km SSW of Santa María Chico Ometepec, Mexico",7.1,25-02-1996 03:08,0,7,Unknown,0,776,us,0,0.0,0.0,mw,21.1,15.978,-98.07,Mexico,North America
"M 7.5 - 123 km WSW of Puerto Santa, Peru",7.5,21-02-1996 12:51,0,6,Unknown,0,865,us,0,0.0,0.0,mw,10.0,-9.593,-79.587,Peru,South America
"M 6.5 - 32 km NNE of Biak, Indonesia",6.5,17-02-1996 20:18,0,6,Unknown,0,650,us,0,0.0,0.0,mw,31.9,-0.917,136.225,Indonesia,Asia
"M 6.5 - 67 km NNW of Insrom, Indonesia",6.5,17-02-1996 14:21,0,6,Unknown,0,650,us,0,0.0,0.0,mw,19.2,-0.567,135.84,Indonesia,Asia
"M 8.1 - 101 km ENE of Biak, Indonesia",8.09,17-02-1996 05:59,0,8,Unknown,0,1007,official,0,0.0,0.0,mww,33.0,-0.891,136.952,Indonesia,Asia
"M 6.7 - 123 km E of Namie, Japan",6.7,16-02-1996 15:22,0,4,Unknown,0,691,us,0,0.0,0.0,mw,40.8,37.353,142.38,Japan,Asia
"M 7.2 - 158 km E of Kuril’sk, Russia",7.2,07-02-1996 21:36,0,6,Unknown,0,798,us,0,0.0,0.0,mw,42.6,45.324,149.892,Russia,Europe
"M 6.6 - 47 km N of Lijiang, China",6.6,03-02-1996 11:14,0,10,Unknown,0,670,us,0,0.0,0.0,mw,11.1,27.291,100.276,China,Asia
"M 6.6 - 106 km NE of Yelizovo, Russia",6.6,01-01-1996 09:57,0,7,Unknown,0,670,us,0,0.0,0.0,ms,33.0,53.826,159.586,Russia,Europe
"M 7.9 - 181 km N of Palu, Indonesia",7.9,01-01-1996 08:05,0,8,Unknown,0,960,us,0,0.0,0.0,mw,24.0,0.729,119.931,Indonesia,Asia
"M 7.1 - 297 km NE of Lospalos, Timor Leste",7.1,25-12-1995 04:43,0,6,Unknown,0,776,us,0,0.0,0.0,mw,141.9,-6.903,129.151,Indonesia,Asia
"M 6.5 - 130 km SSW of Abepura, Indonesia",6.5,19-12-1995 23:28,0,6,Unknown,0,650,us,0,0.0,0.0,mwb,63.4,-3.703,140.233,Indonesia,Asia
"M 7.9 - 128 km ESE of Kuril’sk, Russia",7.9,03-12-1995 18:01,0,6,Unknown,0,960,us,0,0.0,0.0,mw,33.0,44.663,149.3,Russia,Europe
"M 7.2 - 27 km SSE of Nuwaybi‘a, Egypt",7.2,22-11-1995 04:15,0,9,Unknown,0,798,us,0,0.0,0.0,mw,10.0,28.826,34.799,Saudi Arabia,Asia
"M 6.7 - 73 km WSW of Vallenar, Chile",6.7,01-11-1995 00:35,0,7,Unknown,0,691,us,0,0.0,0.0,mw,19.9,-28.906,-71.417,Chile,South America
"M 7.2 - 13 km NW of Ocozocoautla de Espinosa, Mexico",7.2,21-10-1995 02:38,0,6,Unknown,0,798,us,0,0.0,0.0,mw,159.3,16.84,-93.469,Mexico,North America
"M 6.8 - 71 km ESE of Naze, Japan",6.8,19-10-1995 02:41,0,6,Unknown,0,711,us,0,0.0,0.0,mw,19.7,28.094,130.148,Japan,Asia
"M 7.1 - 83 km SE of Naze, Japan",7.1,18-10-1995 10:37,0,6,Unknown,0,776,us,0,0.0,0.0,mw,28.4,27.929,130.175,Japan,Asia
"M 8.0 - 5 km E of El Colomo, Mexico",8.0,09-10-1995 15:35,0,8,Unknown,0,985,us,0,0.0,0.0,mw,33.0,19.055,-104.205,Mexico,North America
"M 6.8 - 5 km ENE of Sungai Penuh, Indonesia",6.8,06-10-1995 18:09,0,7,Unknown,0,711,us,0,0.0,0.0,mw,33.0,-2.045,101.436,Indonesia,Asia
"M 6.5 - 50 km SE of Sucúa, Ecuador",6.5,03-10-1995 12:44,0,7,Unknown,0,650,us,0,0.0,0.0,mw,16.7,-2.778,-77.851,Ecuador,South America
"M 7.0 - 45 km SE of Sucúa, Ecuador",7.0,03-10-1995 01:51,0,7,Unknown,0,754,us,0,0.0,0.0,mw,24.4,-2.75,-77.881,Ecuador,South America
"M 6.5 - 81 km W of Paramonga, Peru",6.5,23-09-1995 22:31,0,5,Unknown,0,650,us,0,0.0,0.0,mwb,59.9,-10.68,-78.581,Peru,South America
"M 7.4 - 5 km N of Azoyú, Mexico",7.4,14-09-1995 14:04,0,7,Unknown,0,842,us,0,0.0,0.0,mwb,23.0,16.779,-98.597,Mexico,North America
"M 6.6 - 95 km SW of Etchoropo, Mexico",6.6,28-08-1995 10:46,0,5,Unknown,0,670,us,0,0.0,0.0,mwb,12.2,26.092,-110.284,Mexico,North America
"M 6.6 - 7 km WSW of Neira, Colombia",6.6,19-08-1995 21:43,0,6,Unknown,0,670,us,0,0.0,0.0,mw,119.6,5.139,-75.577,Colombia,South America
"M 7.2 - 139 km WNW of Panguna, Papua New Guinea",7.2,16-08-1995 23:10,0,6,Unknown,0,798,us,0,0.0,0.0,mw,33.0,-5.771,154.347,Papua New Guinea,Oceania
"M 6.6 - 205 km SE of Kokopo, Papua New Guinea",6.6,16-08-1995 16:24,0,4,Unknown,0,670,us,0,0.0,0.0,mw,18.7,-5.429,153.773,Papua New Guinea,Oceania
"M 7.7 - 155 km WNW of Panguna, Papua New Guinea",7.7,16-08-1995 10:27,0,6,Unknown,0,912,us,0,0.0,0.0,mw,30.1,-5.799,154.178,Papua New Guinea,Oceania
"M 6.7 - 99 km WSW of Kokopo, Papua New Guinea",6.7,14-08-1995 04:37,0,6,Unknown,0,691,us,0,0.0,0.0,mw,127.9,-4.836,151.515,Papua New Guinea,Oceania
"M 8.0 - 36 km NNE of Antofagasta, Chile",8.0,30-07-1995 05:11,0,8,Unknown,0,985,us,0,0.0,0.0,mw,45.6,-23.34,-70.294,Chile,South America
"M 6.8 - 158 km W of Jinghong, China",6.8,11-07-1995 21:46,0,8,Unknown,0,711,us,0,0.0,0.0,mw,12.5,21.966,99.196,Myanmar,Asia
"M 6.6 - 0 km ESE of Isangel, Vanuatu",6.6,29-06-1995 12:24,0,5,Unknown,0,670,us,0,0.0,0.0,mw,139.4,-19.544,169.287,Vanuatu,Oceania
"M 6.5 - 8 km WNW of Galaxídhion, Greece",6.5,15-06-1995 00:15,0,7,Unknown,0,650,us,0,0.0,0.0,mw,14.2,38.401,22.283,Greece,Europe
"M 7.1 - 85 km S of Tungor, Russia",7.1,27-05-1995 13:03,0,9,Unknown,0,776,us,0,0.0,0.0,mwb,11.0,52.629,142.827,Russia,Europe
"M 7.7 - 249 km E of Vao, New Caledonia",7.7,16-05-1995 20:12,0,4,Unknown,0,912,us,0,0.0,0.0,mw,20.2,-23.008,169.9,New Caledonia,Oceania
"M 6.9 - 27 km NNW of Maubara, Timor Leste",6.9,14-05-1995 11:33,0,6,Unknown,0,732,us,0,0.0,0.0,mw,11.2,-8.378,125.127,Indonesia,Asia
"M 6.6 - 10 km W of Aianí, Greece",6.6,13-05-1995 08:47,0,9,Unknown,0,670,us,0,0.0,0.0,mw,14.0,40.149,21.695,Greece,Europe
"M 7.1 - 14 km NE of Cabatuan, Philippines",7.1,05-05-1995 03:53,0,7,Unknown,0,776,us,0,0.0,0.0,mw,16.0,12.626,125.297,Philippines,Asia
